name,artist_count,track_id,popularity,year,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
13 Months of Sunshine,1,16ISIfafspiGHjPH7EZmJe,31,2021,0,0.674,0.438,7.0,-11.318,1.0,0.0269,0.0961,0.905,0.0897,0.343,95.989,audio_features,16ISIfafspiGHjPH7EZmJe,spotify:track:16ISIfafspiGHjPH7EZmJe,https://api.spotify.com/v1/tracks/16ISIfafspiGHjPH7EZmJe,https://api.spotify.com/v1/audio-analysis/16ISIfafspiGHjPH7EZmJe,147880.0,4.0
last month,1,4WkcNI7O0r4zpRH3yAr1o4,25,2021,1,0.443,0.891,3.0,-1.732,1.0,0.0414,0.269,0.00205,0.11,0.351,84.995,audio_features,4WkcNI7O0r4zpRH3yAr1o4,spotify:track:4WkcNI7O0r4zpRH3yAr1o4,https://api.spotify.com/v1/tracks/4WkcNI7O0r4zpRH3yAr1o4,https://api.spotify.com/v1/audio-analysis/4WkcNI7O0r4zpRH3yAr1o4,172235.0,4.0
10 Months,1,3ugvgq1Wz1UkPUG6syNm4A,16,2021,0,0.717,0.172,4.0,-20.044,1.0,0.0508,0.986,0.941,0.0946,0.42,110.014,audio_features,3ugvgq1Wz1UkPUG6syNm4A,spotify:track:3ugvgq1Wz1UkPUG6syNm4A,https://api.spotify.com/v1/tracks/3ugvgq1Wz1UkPUG6syNm4A,https://api.spotify.com/v1/audio-analysis/3ugvgq1Wz1UkPUG6syNm4A,194727.0,4.0
Stalwart,1,2IA1tq3kl9WRbJd1yXu9ft,19,2021,0,0.594,0.882,9.0,-7.49,0.0,0.0639,0.00378,0.000145,0.067,0.374,140.063,audio_features,2IA1tq3kl9WRbJd1yXu9ft,spotify:track:2IA1tq3kl9WRbJd1yXu9ft,https://api.spotify.com/v1/tracks/2IA1tq3kl9WRbJd1yXu9ft,https://api.spotify.com/v1/audio-analysis/2IA1tq3kl9WRbJd1yXu9ft,158589.0,4.0
1st of the Month,6,3j11qzNtAmaCmXd9BJRSZG,5,2021,1,0.626,0.46,8.0,-8.64,1.0,0.14,0.0231,0.0,0.182,0.0816,77.892,audio_features,3j11qzNtAmaCmXd9BJRSZG,spotify:track:3j11qzNtAmaCmXd9BJRSZG,https://api.spotify.com/v1/tracks/3j11qzNtAmaCmXd9BJRSZG,https://api.spotify.com/v1/audio-analysis/3j11qzNtAmaCmXd9BJRSZG,197808.0,4.0
13 Months,1,4tcJ6dgHHNWushIni8JB72,5,2021,1,0.637,0.28,5.0,-10.599,1.0,0.0462,0.708,1.21e-06,0.101,0.218,90.026,audio_features,4tcJ6dgHHNWushIni8JB72,spotify:track:4tcJ6dgHHNWushIni8JB72,https://api.spotify.com/v1/tracks/4tcJ6dgHHNWushIni8JB72,https://api.spotify.com/v1/audio-analysis/4tcJ6dgHHNWushIni8JB72,164389.0,4.0
Himejoshi,1,0ul4IOaIzLDFn3zoAWKa2Y,16,2021,0,0.823,0.529,0.0,-11.703,1.0,0.117,0.0865,0.0,0.0441,0.362,120.027,audio_features,0ul4IOaIzLDFn3zoAWKa2Y,spotify:track:0ul4IOaIzLDFn3zoAWKa2Y,https://api.spotify.com/v1/tracks/0ul4IOaIzLDFn3zoAWKa2Y,https://api.spotify.com/v1/audio-analysis/0ul4IOaIzLDFn3zoAWKa2Y,154201.0,4.0
10PM Call,1,0HsHRBL7n0Y5TQ7HyZQhWh,6,2021,0,0.196,0.225,7.0,-16.895,0.0,0.0438,0.849,0.963,0.37,0.116,116.487,audio_features,0HsHRBL7n0Y5TQ7HyZQhWh,spotify:track:0HsHRBL7n0Y5TQ7HyZQhWh,https://api.spotify.com/v1/tracks/0HsHRBL7n0Y5TQ7HyZQhWh,https://api.spotify.com/v1/audio-analysis/0HsHRBL7n0Y5TQ7HyZQhWh,93701.0,4.0
Claim Me,1,3jfYFhqcDHmhiNzMM6BudU,15,2021,0,0.689,0.804,7.0,-8.443,1.0,0.0526,0.00416,0.00121,0.103,0.493,134.987,audio_features,3jfYFhqcDHmhiNzMM6BudU,spotify:track:3jfYFhqcDHmhiNzMM6BudU,https://api.spotify.com/v1/tracks/3jfYFhqcDHmhiNzMM6BudU,https://api.spotify.com/v1/audio-analysis/3jfYFhqcDHmhiNzMM6BudU,136202.0,4.0
Kitty,1,2P3IctUtekokaNgPf3YKEo,15,2021,0,0.453,0.731,7.0,-8.678,0.0,0.0499,0.0249,0.0,0.111,0.615,161.912,audio_features,2P3IctUtekokaNgPf3YKEo,spotify:track:2P3IctUtekokaNgPf3YKEo,https://api.spotify.com/v1/tracks/2P3IctUtekokaNgPf3YKEo,https://api.spotify.com/v1/audio-analysis/2P3IctUtekokaNgPf3YKEo,158328.0,4.0
For You,1,576oWgBBqy4UB4fydwDn0L,14,2021,0,0.6,0.666,8.0,-13.321,1.0,0.0592,0.132,3.38e-05,0.164,0.148,139.987,audio_features,576oWgBBqy4UB4fydwDn0L,spotify:track:576oWgBBqy4UB4fydwDn0L,https://api.spotify.com/v1/tracks/576oWgBBqy4UB4fydwDn0L,https://api.spotify.com/v1/audio-analysis/576oWgBBqy4UB4fydwDn0L,152085.0,4.0
Better off with me,1,03NqHx6vEpvAWG2JqyOSot,13,2021,0,0.556,0.885,8.0,-10.045,0.0,0.0479,0.00882,0.0112,0.283,0.374,130.004,audio_features,03NqHx6vEpvAWG2JqyOSot,spotify:track:03NqHx6vEpvAWG2JqyOSot,https://api.spotify.com/v1/tracks/03NqHx6vEpvAWG2JqyOSot,https://api.spotify.com/v1/audio-analysis/03NqHx6vEpvAWG2JqyOSot,140931.0,4.0
Mechanical Heart,1,0U7t1pWSyJQm0snG5YPFHL,12,2021,0,0.544,0.605,5.0,-12.275,1.0,0.0454,0.225,5.65e-06,0.0859,0.428,159.984,audio_features,0U7t1pWSyJQm0snG5YPFHL,spotify:track:0U7t1pWSyJQm0snG5YPFHL,https://api.spotify.com/v1/tracks/0U7t1pWSyJQm0snG5YPFHL,https://api.spotify.com/v1/audio-analysis/0U7t1pWSyJQm0snG5YPFHL,160470.0,4.0
Prometheum Laced with Love,1,3Ky171XZ9AM5gn3s3J5O7M,13,2021,0,0.521,0.854,1.0,-9.503,1.0,0.0957,0.0861,0.0,0.152,0.653,75.048,audio_features,3Ky171XZ9AM5gn3s3J5O7M,spotify:track:3Ky171XZ9AM5gn3s3J5O7M,https://api.spotify.com/v1/tracks/3Ky171XZ9AM5gn3s3J5O7M,https://api.spotify.com/v1/audio-analysis/3Ky171XZ9AM5gn3s3J5O7M,141949.0,4.0
12 months,1,6zXSlKeH67nqDlFdyM2GzH,8,2021,0,0.47,0.319,10.0,-10.847,1.0,0.088,0.842,1.06e-05,0.0809,0.546,91.176,audio_features,6zXSlKeH67nqDlFdyM2GzH,spotify:track:6zXSlKeH67nqDlFdyM2GzH,https://api.spotify.com/v1/tracks/6zXSlKeH67nqDlFdyM2GzH,https://api.spotify.com/v1/audio-analysis/6zXSlKeH67nqDlFdyM2GzH,206250.0,4.0
十九月,1,62kBfJqRU8cslbKO15UqCO,21,2021,0,0.513,0.679,8.0,-6.287,1.0,0.355,0.0615,0.0267,0.0968,0.381,180.173,audio_features,62kBfJqRU8cslbKO15UqCO,spotify:track:62kBfJqRU8cslbKO15UqCO,https://api.spotify.com/v1/tracks/62kBfJqRU8cslbKO15UqCO,https://api.spotify.com/v1/audio-analysis/62kBfJqRU8cslbKO15UqCO,247387.0,4.0
TMA-1,1,4zKPhfqN3GUu7ifIS7fUhk,3,2021,0,0.671,0.617,11.0,-9.326,0.0,0.0247,0.358,0.697,0.115,0.348,99.086,audio_features,4zKPhfqN3GUu7ifIS7fUhk,spotify:track:4zKPhfqN3GUu7ifIS7fUhk,https://api.spotify.com/v1/tracks/4zKPhfqN3GUu7ifIS7fUhk,https://api.spotify.com/v1/audio-analysis/4zKPhfqN3GUu7ifIS7fUhk,169547.0,4.0
Two Months Off - r18 DAT July 2001b id 1 R89,1,5HYJ52HWfSCVqmtNJZcWu4,14,2021,0,0.593,0.875,1.0,-9.02,1.0,0.0723,0.00129,0.871,0.0622,0.621,135.001,audio_features,5HYJ52HWfSCVqmtNJZcWu4,spotify:track:5HYJ52HWfSCVqmtNJZcWu4,https://api.spotify.com/v1/tracks/5HYJ52HWfSCVqmtNJZcWu4,https://api.spotify.com/v1/audio-analysis/5HYJ52HWfSCVqmtNJZcWu4,602240.0,4.0
Demon Eyes,1,0S2oiEIcdkkB5UqMP12FJj,13,2021,0,0.517,0.849,9.0,-10.877,0.0,0.0351,0.141,0.0049,0.0707,0.681,159.974,audio_features,0S2oiEIcdkkB5UqMP12FJj,spotify:track:0S2oiEIcdkkB5UqMP12FJj,https://api.spotify.com/v1/tracks/0S2oiEIcdkkB5UqMP12FJj,https://api.spotify.com/v1/audio-analysis/0S2oiEIcdkkB5UqMP12FJj,141061.0,4.0
Love by Force,1,0qrRmUU47q2WFPhioQZhG9,12,2021,0,0.646,0.825,9.0,-5.1,1.0,0.0388,0.243,6.39e-05,0.133,0.16,130.032,audio_features,0qrRmUU47q2WFPhioQZhG9,spotify:track:0qrRmUU47q2WFPhioQZhG9,https://api.spotify.com/v1/tracks/0qrRmUU47q2WFPhioQZhG9,https://api.spotify.com/v1/audio-analysis/0qrRmUU47q2WFPhioQZhG9,173035.0,4.0
3Funerals1Month,1,2KFEp9XASK48ECzbxLiqEy,6,2021,0,0.812,0.257,1.0,-9.673,1.0,0.0575,0.0774,0.854,0.165,0.192,126.046,audio_features,2KFEp9XASK48ECzbxLiqEy,spotify:track:2KFEp9XASK48ECzbxLiqEy,https://api.spotify.com/v1/tracks/2KFEp9XASK48ECzbxLiqEy,https://api.spotify.com/v1/audio-analysis/2KFEp9XASK48ECzbxLiqEy,91455.0,4.0
18 Months Later,1,44fPZffCd7Tu74pMybZIyP,3,2021,0,0.587,0.183,9.0,-9.623,1.0,0.0299,0.877,8.07e-06,0.0962,0.278,147.102,audio_features,44fPZffCd7Tu74pMybZIyP,spotify:track:44fPZffCd7Tu74pMybZIyP,https://api.spotify.com/v1/tracks/44fPZffCd7Tu74pMybZIyP,https://api.spotify.com/v1/audio-analysis/44fPZffCd7Tu74pMybZIyP,229754.0,3.0
Anew,1,0fgvi68BhAzp9g01r7BGlh,10,2021,0,0.539,0.886,0.0,-6.639,1.0,0.0344,0.000283,0.752,0.0831,0.445,125.014,audio_features,0fgvi68BhAzp9g01r7BGlh,spotify:track:0fgvi68BhAzp9g01r7BGlh,https://api.spotify.com/v1/tracks/0fgvi68BhAzp9g01r7BGlh,https://api.spotify.com/v1/audio-analysis/0fgvi68BhAzp9g01r7BGlh,142890.0,4.0
A Little Reassurance,1,1mYeWWTIYXvarzjDd7KWPh,9,2021,0,0.367,0.256,0.0,-13.205,1.0,0.0335,0.762,0.00579,0.0914,0.0537,159.973,audio_features,1mYeWWTIYXvarzjDd7KWPh,spotify:track:1mYeWWTIYXvarzjDd7KWPh,https://api.spotify.com/v1/tracks/1mYeWWTIYXvarzjDd7KWPh,https://api.spotify.com/v1/audio-analysis/1mYeWWTIYXvarzjDd7KWPh,161463.0,4.0
Tasty,1,46Y6RqHRLvV3ihrGTFSvUT,9,2021,0,0.787,0.63,0.0,-11.579,1.0,0.0468,0.0876,0.0,0.0747,0.555,140.04,audio_features,46Y6RqHRLvV3ihrGTFSvUT,spotify:track:46Y6RqHRLvV3ihrGTFSvUT,https://api.spotify.com/v1/tracks/46Y6RqHRLvV3ihrGTFSvUT,https://api.spotify.com/v1/audio-analysis/46Y6RqHRLvV3ihrGTFSvUT,157780.0,4.0
IMAGINE,1,7e427OUbAMEEvJSKndGDkS,22,2021,0,0.569,0.778,2.0,-3.485,1.0,0.0513,0.489,0.0,0.2,0.374,88.046,audio_features,7e427OUbAMEEvJSKndGDkS,spotify:track:7e427OUbAMEEvJSKndGDkS,https://api.spotify.com/v1/tracks/7e427OUbAMEEvJSKndGDkS,https://api.spotify.com/v1/audio-analysis/7e427OUbAMEEvJSKndGDkS,157947.0,4.0
"Break the Dawn, Commander Farsight! - Japanese Version",1,3rsYK3uN1r0U0zNuYE7PXR,9,2021,0,0.404,0.901,6.0,-4.26,1.0,0.104,0.492,0.0249,0.259,0.659,159.976,audio_features,3rsYK3uN1r0U0zNuYE7PXR,spotify:track:3rsYK3uN1r0U0zNuYE7PXR,https://api.spotify.com/v1/tracks/3rsYK3uN1r0U0zNuYE7PXR,https://api.spotify.com/v1/audio-analysis/3rsYK3uN1r0U0zNuYE7PXR,132415.0,4.0
1st of tha Month,1,3E4djpLmDu5WslWPDxnGsA,2,2021,1,0.694,0.405,7.0,-14.66,0.0,0.0354,0.202,0.00458,0.351,0.879,150.062,audio_features,3E4djpLmDu5WslWPDxnGsA,spotify:track:3E4djpLmDu5WslWPDxnGsA,https://api.spotify.com/v1/tracks/3E4djpLmDu5WslWPDxnGsA,https://api.spotify.com/v1/audio-analysis/3E4djpLmDu5WslWPDxnGsA,160457.0,4.0
Months of the Year,1,4xWZXpzC8s0bIo66dfrJ2H,5,2021,0,0.87,0.0312,0.0,-31.321,1.0,0.0628,0.378,0.0,0.0864,0.359,109.956,audio_features,4xWZXpzC8s0bIo66dfrJ2H,spotify:track:4xWZXpzC8s0bIo66dfrJ2H,https://api.spotify.com/v1/tracks/4xWZXpzC8s0bIo66dfrJ2H,https://api.spotify.com/v1/audio-analysis/4xWZXpzC8s0bIo66dfrJ2H,140874.0,4.0
Cloudy Shower,1,2cS5rlpsmHcJiiuRhj0mJv,5,2021,0,0.495,0.256,7.0,-13.778,1.0,0.0313,0.966,0.913,0.166,0.0466,62.977,audio_features,2cS5rlpsmHcJiiuRhj0mJv,spotify:track:2cS5rlpsmHcJiiuRhj0mJv,https://api.spotify.com/v1/tracks/2cS5rlpsmHcJiiuRhj0mJv,https://api.spotify.com/v1/audio-analysis/2cS5rlpsmHcJiiuRhj0mJv,258500.0,4.0
10 Months,1,1ywGKrEtqNG4fv5NKsgCh1,0,2021,1,0.762,0.632,6.0,-6.421,0.0,0.0641,0.243,0.00352,0.113,0.327,90.017,audio_features,1ywGKrEtqNG4fv5NKsgCh1,spotify:track:1ywGKrEtqNG4fv5NKsgCh1,https://api.spotify.com/v1/tracks/1ywGKrEtqNG4fv5NKsgCh1,https://api.spotify.com/v1/audio-analysis/1ywGKrEtqNG4fv5NKsgCh1,154038.0,4.0
2021 Monthly Yoon Repair October - Slow Starter (with Lee Seung Gi),2,0PlqrMZM64lJ1vfqPTODOk,7,2021,0,0.463,0.401,0.0,-6.272,1.0,0.0294,0.872,0.0,0.147,0.228,137.666,audio_features,0PlqrMZM64lJ1vfqPTODOk,spotify:track:0PlqrMZM64lJ1vfqPTODOk,https://api.spotify.com/v1/tracks/0PlqrMZM64lJ1vfqPTODOk,https://api.spotify.com/v1/audio-analysis/0PlqrMZM64lJ1vfqPTODOk,283404.0,4.0
1st of the month,1,0TItEDDXPcjHRuGZDEecDe,1,2021,1,0.612,0.607,1.0,-6.777,1.0,0.267,0.397,0.0,0.124,0.262,154.923,audio_features,0TItEDDXPcjHRuGZDEecDe,spotify:track:0TItEDDXPcjHRuGZDEecDe,https://api.spotify.com/v1/tracks/0TItEDDXPcjHRuGZDEecDe,https://api.spotify.com/v1/audio-analysis/0TItEDDXPcjHRuGZDEecDe,151798.0,4.0
1st of the Month,3,2XBBAJ2Tvhk3V54jUYCKKk,0,2021,1,0.836,0.571,10.0,-9.351,0.0,0.488,0.369,0.0,0.175,0.488,149.907,audio_features,2XBBAJ2Tvhk3V54jUYCKKk,spotify:track:2XBBAJ2Tvhk3V54jUYCKKk,https://api.spotify.com/v1/tracks/2XBBAJ2Tvhk3V54jUYCKKk,https://api.spotify.com/v1/audio-analysis/2XBBAJ2Tvhk3V54jUYCKKk,243581.0,4.0
13TH MONTH,2,2le4zeghe5LIyTyrfeqsZy,1,2021,1,0.592,0.847,10.0,-8.78,0.0,0.345,0.0313,0.0,0.327,0.563,164.019,audio_features,2le4zeghe5LIyTyrfeqsZy,spotify:track:2le4zeghe5LIyTyrfeqsZy,https://api.spotify.com/v1/tracks/2le4zeghe5LIyTyrfeqsZy,https://api.spotify.com/v1/audio-analysis/2le4zeghe5LIyTyrfeqsZy,128872.0,4.0
12 Months In A Year,1,1JfQNmiV1HOmvNU59EKBsy,2,2021,0,0.759,0.426,2.0,-6.135,1.0,0.0991,0.261,1.34e-06,0.0441,0.522,145.071,audio_features,1JfQNmiV1HOmvNU59EKBsy,spotify:track:1JfQNmiV1HOmvNU59EKBsy,https://api.spotify.com/v1/tracks/1JfQNmiV1HOmvNU59EKBsy,https://api.spotify.com/v1/audio-analysis/1JfQNmiV1HOmvNU59EKBsy,107855.0,4.0
1st of the Month,2,5MoqgCeB8j0V9TVQ1jHYTA,0,2021,1,0.869,0.516,1.0,-7.818,1.0,0.338,0.0115,1.23e-05,0.101,0.63,84.978,audio_features,5MoqgCeB8j0V9TVQ1jHYTA,spotify:track:5MoqgCeB8j0V9TVQ1jHYTA,https://api.spotify.com/v1/tracks/5MoqgCeB8j0V9TVQ1jHYTA,https://api.spotify.com/v1/audio-analysis/5MoqgCeB8j0V9TVQ1jHYTA,163733.0,4.0
A Month Straight,1,3YPsCOXjTYXNuE5ElYiZL7,0,2021,1,0.67,0.698,6.0,-7.69,0.0,0.537,0.0146,0.0,0.132,0.698,85.816,audio_features,3YPsCOXjTYXNuE5ElYiZL7,spotify:track:3YPsCOXjTYXNuE5ElYiZL7,https://api.spotify.com/v1/tracks/3YPsCOXjTYXNuE5ElYiZL7,https://api.spotify.com/v1/audio-analysis/3YPsCOXjTYXNuE5ElYiZL7,180846.0,4.0
Difference (17 Months Later),1,0R9gYZ17Ii2V2uG2KaTOqR,0,2021,0,0.724,0.594,2.0,-6.562,0.0,0.0604,0.231,0.915,0.153,0.705,94.995,audio_features,0R9gYZ17Ii2V2uG2KaTOqR,spotify:track:0R9gYZ17Ii2V2uG2KaTOqR,https://api.spotify.com/v1/tracks/0R9gYZ17Ii2V2uG2KaTOqR,https://api.spotify.com/v1/audio-analysis/0R9gYZ17Ii2V2uG2KaTOqR,123789.0,4.0
Kiss Me Now,1,6PYhAUjB6lQ9D8DXIWbUkk,1,2021,0,0.435,0.37,7.0,-11.676,1.0,0.0374,0.995,0.521,0.104,0.549,94.78,audio_features,6PYhAUjB6lQ9D8DXIWbUkk,spotify:track:6PYhAUjB6lQ9D8DXIWbUkk,https://api.spotify.com/v1/tracks/6PYhAUjB6lQ9D8DXIWbUkk,https://api.spotify.com/v1/audio-analysis/6PYhAUjB6lQ9D8DXIWbUkk,211000.0,4.0
Only 10000 won,2,2mXdAjDHkdU511P7UHF3KS,1,2021,0,0.316,0.166,7.0,-12.091,0.0,0.0382,0.822,0.518,0.0647,0.335,75.776,audio_features,2mXdAjDHkdU511P7UHF3KS,spotify:track:2mXdAjDHkdU511P7UHF3KS,https://api.spotify.com/v1/tracks/2mXdAjDHkdU511P7UHF3KS,https://api.spotify.com/v1/audio-analysis/2mXdAjDHkdU511P7UHF3KS,115373.0,4.0
21 Months (Skit),1,3kGu8d4IzYPn2bxCpZAAgE,1,2021,1,0.601,0.209,1.0,-21.648,1.0,0.921,0.991,0.0,0.502,0.47,123.012,audio_features,3kGu8d4IzYPn2bxCpZAAgE,spotify:track:3kGu8d4IzYPn2bxCpZAAgE,https://api.spotify.com/v1/tracks/3kGu8d4IzYPn2bxCpZAAgE,https://api.spotify.com/v1/audio-analysis/3kGu8d4IzYPn2bxCpZAAgE,34631.0,4.0
"10,000 Hours",1,0pEECyTUQhop0Kt2u0Rcfh,1,2021,1,0.591,0.405,5.0,-8.154,0.0,0.0478,0.207,0.0,0.311,0.246,122.03,audio_features,0pEECyTUQhop0Kt2u0Rcfh,spotify:track:0pEECyTUQhop0Kt2u0Rcfh,https://api.spotify.com/v1/tracks/0pEECyTUQhop0Kt2u0Rcfh,https://api.spotify.com/v1/audio-analysis/0pEECyTUQhop0Kt2u0Rcfh,230240.0,4.0
Moonlit Missive #17: 'The Merry Month of May',1,7nVBfHhkvHy2utT28WoTuc,4,2021,0,0.41,0.142,0.0,-16.032,0.0,0.0314,0.896,0.00431,0.09,0.183,94.972,audio_features,7nVBfHhkvHy2utT28WoTuc,spotify:track:7nVBfHhkvHy2utT28WoTuc,https://api.spotify.com/v1/tracks/7nVBfHhkvHy2utT28WoTuc,https://api.spotify.com/v1/audio-analysis/7nVBfHhkvHy2utT28WoTuc,202055.0,4.0
"Days, Months and Years",1,3lRroRbWPQSgpY8sT3xzw5,0,2021,0,0.779,0.252,5.0,-14.277,0.0,0.0401,0.0699,0.916,0.118,0.0691,105.006,audio_features,3lRroRbWPQSgpY8sT3xzw5,spotify:track:3lRroRbWPQSgpY8sT3xzw5,https://api.spotify.com/v1/tracks/3lRroRbWPQSgpY8sT3xzw5,https://api.spotify.com/v1/audio-analysis/3lRroRbWPQSgpY8sT3xzw5,171429.0,4.0
One Month Later,1,7g8WgeDq04i7BuxAYVhywn,9,2021,0,0.566,0.561,9.0,-10.779,1.0,0.0599,0.000964,0.915,0.0739,0.59,168.037,audio_features,7g8WgeDq04i7BuxAYVhywn,spotify:track:7g8WgeDq04i7BuxAYVhywn,https://api.spotify.com/v1/tracks/7g8WgeDq04i7BuxAYVhywn,https://api.spotify.com/v1/audio-analysis/7g8WgeDq04i7BuxAYVhywn,157182.0,4.0
Crashin Out,1,0sX5BCoG4VJ9mQgQReebed,0,2021,1,0.751,0.848,1.0,-5.506,1.0,0.298,0.403,0.0,0.243,0.823,134.853,audio_features,0sX5BCoG4VJ9mQgQReebed,spotify:track:0sX5BCoG4VJ9mQgQReebed,https://api.spotify.com/v1/tracks/0sX5BCoG4VJ9mQgQReebed,https://api.spotify.com/v1/audio-analysis/0sX5BCoG4VJ9mQgQReebed,129215.0,4.0
"Monthly Chorom 11 - Take my life, and let it be",1,32qdogj8DdhWhhCtXt5N6R,2,2021,0,0.369,0.355,2.0,-12.045,1.0,0.0277,0.695,0.0156,0.132,0.167,169.924,audio_features,32qdogj8DdhWhhCtXt5N6R,spotify:track:32qdogj8DdhWhhCtXt5N6R,https://api.spotify.com/v1/tracks/32qdogj8DdhWhhCtXt5N6R,https://api.spotify.com/v1/audio-analysis/32qdogj8DdhWhhCtXt5N6R,297376.0,4.0
First Of The Month,1,7AMUhyXMGG4CHgEoDexuJQ,1,2021,1,0.655,0.31,11.0,-14.387,0.0,0.489,0.105,0.0,0.115,0.257,129.261,audio_features,7AMUhyXMGG4CHgEoDexuJQ,spotify:track:7AMUhyXMGG4CHgEoDexuJQ,https://api.spotify.com/v1/tracks/7AMUhyXMGG4CHgEoDexuJQ,https://api.spotify.com/v1/audio-analysis/7AMUhyXMGG4CHgEoDexuJQ,97541.0,4.0
"Monthly Chorom 12 - The Lord of Glory, the Light of Earth",1,2FL6feIF5HoAoCTsHXE22v,1,2021,0,0.234,0.254,10.0,-8.553,0.0,0.032,0.916,0.0,0.112,0.35,90.178,audio_features,2FL6feIF5HoAoCTsHXE22v,spotify:track:2FL6feIF5HoAoCTsHXE22v,https://api.spotify.com/v1/tracks/2FL6feIF5HoAoCTsHXE22v,https://api.spotify.com/v1/audio-analysis/2FL6feIF5HoAoCTsHXE22v,261360.0,4.0
Still Public Enemy #1,1,32CMHg0ifwcazYt2Zloh6r,4,2021,1,0.83,0.429,1.0,-9.879,1.0,0.36,0.0567,0.00442,0.16,0.43,165.007,audio_features,32CMHg0ifwcazYt2Zloh6r,spotify:track:32CMHg0ifwcazYt2Zloh6r,https://api.spotify.com/v1/tracks/32CMHg0ifwcazYt2Zloh6r,https://api.spotify.com/v1/audio-analysis/32CMHg0ifwcazYt2Zloh6r,98924.0,4.0
2021 Monthly Yoon Repair December - Would you?,1,1rwQQYpzu7IO39kEfrWtfJ,2,2021,0,0.382,0.549,6.0,-6.559,1.0,0.0325,0.727,8.55e-06,0.12,0.251,127.514,audio_features,1rwQQYpzu7IO39kEfrWtfJ,spotify:track:1rwQQYpzu7IO39kEfrWtfJ,https://api.spotify.com/v1/tracks/1rwQQYpzu7IO39kEfrWtfJ,https://api.spotify.com/v1/audio-analysis/1rwQQYpzu7IO39kEfrWtfJ,284760.0,4.0
2021 Monthly Yoon Repair January - Take Care (with Jung Joonil),2,5GkTz8kg8c6PUsrTc8SmgK,2,2021,0,0.349,0.277,11.0,-7.855,1.0,0.0286,0.89,0.0,0.12,0.228,148.756,audio_features,5GkTz8kg8c6PUsrTc8SmgK,spotify:track:5GkTz8kg8c6PUsrTc8SmgK,https://api.spotify.com/v1/tracks/5GkTz8kg8c6PUsrTc8SmgK,https://api.spotify.com/v1/audio-analysis/5GkTz8kg8c6PUsrTc8SmgK,278138.0,4.0
IMAGINE - Instrumental,1,22TANcA8wbFaDzXTgFUZpS,4,2021,0,0.582,0.696,2.0,-6.981,1.0,0.0701,0.192,0.432,0.15,0.317,88.064,audio_features,22TANcA8wbFaDzXTgFUZpS,spotify:track:22TANcA8wbFaDzXTgFUZpS,https://api.spotify.com/v1/tracks/22TANcA8wbFaDzXTgFUZpS,https://api.spotify.com/v1/audio-analysis/22TANcA8wbFaDzXTgFUZpS,157933.0,4.0
12,1,1k3YyN0OqqI2muqc8zFdgT,0,2021,0,0.755,0.345,7.0,-6.621,1.0,0.0299,0.698,0.907,0.129,0.36,142.068,audio_features,1k3YyN0OqqI2muqc8zFdgT,spotify:track:1k3YyN0OqqI2muqc8zFdgT,https://api.spotify.com/v1/tracks/1k3YyN0OqqI2muqc8zFdgT,https://api.spotify.com/v1/audio-analysis/1k3YyN0OqqI2muqc8zFdgT,179155.0,4.0
12 Months,2,6e53qJpj0NvBRE7pVeZPpb,0,2021,1,0.906,0.417,1.0,-10.364,1.0,0.658,0.00689,0.0,0.0868,0.686,139.895,audio_features,6e53qJpj0NvBRE7pVeZPpb,spotify:track:6e53qJpj0NvBRE7pVeZPpb,https://api.spotify.com/v1/tracks/6e53qJpj0NvBRE7pVeZPpb,https://api.spotify.com/v1/audio-analysis/6e53qJpj0NvBRE7pVeZPpb,131054.0,4.0
10 month,1,1TqnCI49ikLR1wCL9yhbmU,0,2021,0,0.36,0.694,11.0,-9.832,0.0,0.0933,0.207,0.884,0.187,0.689,101.227,audio_features,1TqnCI49ikLR1wCL9yhbmU,spotify:track:1TqnCI49ikLR1wCL9yhbmU,https://api.spotify.com/v1/tracks/1TqnCI49ikLR1wCL9yhbmU,https://api.spotify.com/v1/audio-analysis/1TqnCI49ikLR1wCL9yhbmU,199852.0,4.0
10 months,2,6Kcm3LHqoPvn5I0KtAqLfk,0,2021,1,0.739,0.522,8.0,-10.703,0.0,0.165,0.696,0.0,0.188,0.421,115.017,audio_features,6Kcm3LHqoPvn5I0KtAqLfk,spotify:track:6Kcm3LHqoPvn5I0KtAqLfk,https://api.spotify.com/v1/tracks/6Kcm3LHqoPvn5I0KtAqLfk,https://api.spotify.com/v1/audio-analysis/6Kcm3LHqoPvn5I0KtAqLfk,155663.0,4.0
11 Months,1,4YZspncLeoHxlL52kFnxdG,0,2021,0,0.463,0.663,7.0,-3.586,1.0,0.0296,0.0503,0.0,0.107,0.242,134.854,audio_features,4YZspncLeoHxlL52kFnxdG,spotify:track:4YZspncLeoHxlL52kFnxdG,https://api.spotify.com/v1/tracks/4YZspncLeoHxlL52kFnxdG,https://api.spotify.com/v1/audio-analysis/4YZspncLeoHxlL52kFnxdG,265107.0,4.0
